,Name,Compl_Name,place_id,types,International Phone Number,Website,rating,user_ratings_total,vicinity,location.lat,location.lng,Google maps URL
895,Óptica Flávio,,ChIJQ5RvaHY1GQ0RiisDn7qN9vA,"['point_of_interest', 'store', 'establishment']",+351 21 397 5896,,0.0,0.0,"Rua Prior do Crato 117, Lisboa",38.7060497,-9.1731993,https://maps.google.com/?cid=9534178573511771170
896,MultiOpticas Alcântara II,,ChIJZ1CWFKI0GQ0R1BlBRuqWMyU,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 396 0658,https://www.multiopticas.pt/,1.0,1.0,"R. do Sacramento a Alcântara 33, Lisboa",38.7046258,-9.1688517,https://maps.google.com/?cid=2680652136160762324
897,Joplins Sunglasses , Wooden Sunglasses,ChIJWcJHDV01GQ0RV-T6h9nOmCA,"['point_of_interest', 'store', 'establishment']",+351 915 326 642,http://www.wearjoplins.com/,5.0,37.0,"R. Rodrigues de Faria 91 Suite F, Lisboa",38.7033941,-9.1786587,https://maps.google.com/?cid=2348854639358305367
898,Opticalia,,ChIJtY0aOVfLHg0RpnAyjH9ehFQ,"['doctor', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 204 1368,https://opticaliasantamaria.pt/,4.0,13.0,"Tv. da Boa Hora à Ajuda 14A, Lisboa",38.7036324,-9.1959539,https://maps.google.com/?cid=11164467876815580294
899,Optica Lab, Laboratório de lentes,ChIJ4-H-mg41GQ0RL91J-DJApSI,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 152 0744,http://www.opticalab.pt/,5.0,5.0,"Largo do Calvário 25, Lisboa",38.7049239,-9.1775517,https://maps.google.com/?cid=2496472156104940847
900,BRANCÓPTICA — OPTICALIA Infante Santo,,ChIJ8R41hO81GQ0Rmj6NOQtDQs8,"['health', 'point_of_interest', 'store', 'establishment']",,http://brancoptica.pt/,0.0,0.0,"R. do Sacramento a Alcântara 33, Lisboa",38.7046258,-9.1688517,https://maps.google.com/?cid=14934573029803245210
901,Instituto Visual Luiz de Camões,,ChIJR7hH3a40GQ0RmiSWk3fTdCU,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 363 4192,http://www.ivlc.net/,4.3,6.0,"R. Luís de Camões 42 D, Lisboa",38.7029946,-9.1813015,https://maps.google.com/?cid=2699014587232429210
902,Óptica Flávio, Sociedade Unipessoal,ChIJySryUaE0GQ0RIkRP--U0UIQ,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 397 5896,,0.0,0.0,"Rua Prior do Crato 116, Lisboa",38.7060949,-9.1729156,https://maps.google.com/?cid=9534178573511771170
903,Ópticas MultiOpticas Av. Igreja Lisboa,,ChIJFeElrqwzGQ0RZtl0St1WQ-A,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 843 8840,https://www.multiopticas.pt/?utm_campaign=gmb-website&utm_source=google&utm_medium=organic&utm_content=5003-Lisboa-Avenida-da-Igreja-3-B,3.3,7.0,"Av. da Igreja 3 B, Lisboa",38.754431,-9.1394115,https://maps.google.com/?cid=16159855396372404582
904,In The Mood,,ChIJX2hPD6gzGQ0RrkrYsbEvH6k,"['point_of_interest', 'store', 'establishment']",+351 21 130 9972,,0.0,0.0,"R. de Entrecampos 14F, Lisboa",38.7444428,-9.1448646,https://maps.google.com/?cid=12186511556927310510
905,ÓPTICA DON MIGUEL LDA.,,ChIJR-hUOAczGQ0RqGOqW_TMEGs,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 796 0663,https://www.opticadonmiguel.pt/,0.0,0.0,"Av. Estados Unidos da América 139 B, Lisboa",38.7482619,-9.147275,https://maps.google.com/?cid=7714891511567639464
906,Alberto Oculista , Alvalade,ChIJKx2lgmozGQ0REstFP7g4oV4,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 242 6870,http://www.albertooculista.com/,0.0,0.0,"C.C. Alvalade, loja 20, Praça Alvalade 6B, Lisboa",38.7531523,-9.1449907,https://maps.google.com/?cid=6865950701050431957
907,Oculista das Avenidas,,ChIJj-CwuqczGQ0Rmcb4j3inqv0,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 799 9060,http://oculistadasavenidas.pt/,4.5,144.0,"Campo Pequeno 48B, Lisboa",38.7424042,-9.1437948,https://maps.google.com/?cid=17854928675145682036
908,Opticália,,ChIJm0UhwwYzGQ0RTvpKaWn-sbU,"['health', 'point_of_interest', 'store', 'establishment']",,,5.0,1.0,"Centro Comercial do, Campo Pequeno Loja 1.16, Lisboa",38.7426878,-9.1456646,https://maps.google.com/?cid=6654518666967016344
909,Ópticas Conselheiros da Visão de Lisboa,,ChIJI8PH37EzGQ0RxY663_ZOIY8,"['doctor', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 781 9123,http://conselheirosdavisao.pt/,3.8,4.0,"Av. João XXI 23B, Lisboa",38.7423985,-9.1386194,https://maps.google.com/?cid=17497772164010500740
910,Ópticas MultiOpticas Av. República Lisboa,,ChIJZ9gC7gkzGQ0RRojc68Pj84M,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 792 2900,https://www.multiopticas.pt/?utm_campaign=gmb-website&utm_source=google&utm_medium=organic&utm_content=5014-Lisboa-Avenida-da-Rep%25C3%25BAblica-57,2.6,30.0,"Av. da República 57, Lisboa",38.7394566,-9.1466532,https://maps.google.com/?cid=9508193668924475462
911,Ópticas MultiOpticas Areeiro Lisboa,,ChIJx9A_GaUzGQ0RvFDdQk9E7Zg,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 848 5610,https://www.multiopticas.pt/?utm_campaign=gmb-website&utm_source=google&utm_medium=organic&utm_content=7072-Lisboa-Avenida-Jo%C3%A3o-XXI-12AB,5.0,3.0,"Av. João XXI 12AB, Lisboa",38.7426008,-9.1359323,https://maps.google.com/?cid=11019538970460377276
912,Ópticas MultiOpticas Av. Guerra Junqueiro Lisboa,,ChIJ1SYnN6MzGQ0RiP8Vn1kfffk,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 803 2924,https://www.multiopticas.pt/?utm_campaign=gmb-website&utm_source=google&utm_medium=organic&utm_content=7374-Lisboa-Avenida-Guerra-Junqueiro-5C,5.0,6.0,"Av. Guerra Junqueiro 5C, Lisboa",38.7380901,-9.1350766,https://maps.google.com/?cid=17977559757314457480
913,Prisma Ópticas,,ChIJBT21104zGQ0RfyA0EcuvSjk,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 958 2133,http://prismaopticas.com/,0.0,0.0,"Av. Defensores de Chaves 87, Lisboa",38.740376,-9.1448805,https://maps.google.com/?cid=10657471152619425147
914,Zona Óptica Alvalade,,ChIJndSw4KozGQ0RRMj1pHOd9JI,"['store', 'point_of_interest', 'establishment']",+351 21 849 7962,https://www.zonaoptica.pt/,4.7,21.0,"Av. da Igreja 31A, Lisboa",38.7531809,-9.1432867,https://maps.google.com/?cid=10589261743869249604
915,70EYES,,ChIJ8Y7Lu6QzGQ0Rcj2AcCYQaPE,"['health', 'point_of_interest', 'store', 'establishment']",+351 291 204 459,http://www.70eyes.com/,5.0,1.0,"R. António José D'Almeida, Ponta Delgada",38.7410682,-9.1359537,https://maps.google.com/?cid=17395171318000794994
916,Alberto Oculista , Praça de Londres,ChIJadokjqQzGQ0RztLl4MmxF4Y,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 847 3336,http://www.albertooculista.com/,2.3,3.0,"Praça de Londres 11A, Lisboa",38.7402626,-9.136561,https://maps.google.com/?cid=9662387006166389454
917,Optician Of Avenues,,ChIJ_eYbu6czGQ0RdIz-0wdzyfc,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 799 9060,http://oculistadasavenidas.pt/,4.1,19.0,"Avenida 5 de Outubro 122B, Lisboa",38.7391378,-9.1480323,https://maps.google.com/?cid=17854928675145682036
918,OMB Roma,,ChIJ7_me7qUzGQ0RuNTf0oa6Z2Y,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 797 0021,https://www.omb.pt/,4.5,10.0,"Av. de Roma 17, Lisboa",38.7436633,-9.1391236,https://maps.google.com/?cid=7379071602696115384
919,Conselheiros da Visão (sede),,ChIJk3MX9LczGQ0RhGKQdBOT1PI,"['doctor', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 781 9123,http://conselheirosdavisao.pt/,0.0,0.0,"R. Sousa Lopes 6B, Lisboa",38.7444871,-9.1523087,https://maps.google.com/?cid=17497772164010500740
920,Prisma Óptica , Lisboa,ChIJq5IepZozGQ0RbdM59kKx7HE,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 812 1752,http://www.prismaopticas.com/,5.0,4.0,"Av. Defensores de Chaves 87, Lisboa",38.740376,-9.1448805,https://maps.google.com/?cid=8209131121946514285
921,CCO óptica , Centro Clínico Ocular,ChIJbRdbyqgzGQ0R4XnyOkgGljk,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 135 6472,https://www.oculista-da-avenida-de-roma.pt/,5.0,3.0,"Av. de Roma 35A, Lisboa",38.74584050000001,-9.1403047,https://maps.google.com/?cid=4149511013964872161
922,,,,,,,,,,38.7331192,-9.1325429,
923,,,,,,,,,,38.7327323,-9.131071,
924,,,,,,,,,,38.7331617,-9.1319216,
925,,,,,,,,,,38.73219,-9.1345873,
926,,,,,,,,,,38.740722,-9.1268629,
927,,,,,,,,,,38.7334901,-9.1331577,
928,,,,,,,,,,38.7351191,-9.1414547,
929,,,,,,,,,,38.7327345,-9.1447476,
930,,,,,,,,,,38.736089,-9.1479813,
931,,,,,,,,,,38.7297073,-9.1475798,
932,,,,,,,,,,38.7353715,-9.1448801,
933,,,,,,,,,,38.7313755,-9.1406778,
934,,,,,,,,,,38.7294684,-9.149559600000002,
935,,,,,,,,,,38.73022160000001,-9.140432,
936,A Loja dos Óculos,,ChIJGXTquZczGQ0RjV8e7E0iRCA,"['store', 'point_of_interest', 'establishment']",+351 21 609 2982,https://alojadosoculos.wordpress.com/,4.7,34.0,"1170 193, R. Morais Soares 125C, Lisboa",38.72954989999999,-9.1441667,https://maps.google.com/?cid=2325021025699258253
937,,,,,,,,,,38.7318311,-9.1515813,
938,,,,,,,,,,38.7334253,-9.1455703,
939,Ópticas MultiOpticas Morais Soares Lisboa,,ChIJfTkTTpYzGQ0RFju_H00jYhk,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 816 0960,https://www.multiopticas.pt/?utm_campaign=gmb-website&utm_source=google&utm_medium=organic&utm_content=5036-Lisboa-Rua-Morais-Soares-93,3.3,4.0,"B, R. Morais Soares 93, Lisboa",38.7148909,-9.1402617,https://maps.google.com/?cid=1829063212817922838
940,Óptica Morais Soares,,ChIJEflcN1kzGQ0RovkhQApT8yc,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 093 5316,https://www.facebook.com/OPTICAMORAISSOARES/,5.0,3.0,"R. Morais Soares 114, Lisboa",38.7171612,-9.1436427,https://maps.google.com/?cid=2878735890310625698
941,,,,,,,,,,38.7157393,-9.1465607,
942,Fábrica DuoVisão,,ChIJCaTAgJczGQ0R7z-PeMtIsxY,"['point_of_interest', 'establishment']",+351 925 557 591,,4.5,6.0,"Av. Alm. Reis 133B, Lisboa",38.7126798,-9.1394925,https://maps.google.com/?cid=1635731128403836911
943,Ópticas Sociais XXI,,ChIJHwlFSLkzGQ0R-80zBkf_CX0,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 840 7575,,4.7,3.0,"Av. Afonso Costa 41, Lisboa",38.7148909,-9.1402617,https://maps.google.com/?cid=9010013210043207163
944,Oculista Do Chile, Lda.,ChIJcyBz6pczGQ0RHpbCSl1Zjk0,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 847 6055,https://www.oculistachile.pt/,5.0,10.0,"R. Morais Soares 158, Lisboa",38.7277139,-9.1437776,https://maps.google.com/?cid=5588502444834461214
945,OMB Grupo Óptico,,ChIJK38_nC0zGQ0RIx07qrlOaEI,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 354 2170,https://www.omb.pt/portfolio/lisboa-duque-davila/,0.0,0.0,"Avenida Duque D`Ávila 27, Lisboa",38.7192442,-9.1299068,https://maps.google.com/?cid=10610473884341078371
946,,,,,,,,,,38.719097,-9.1439567,
947,,,,,,,,,,38.7276608,-9.1259053,
948,Optivisão,,ChIJ-Xwq758zGQ0RPlPMNqdzObk,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 931 7519,http://www.optiface.pt/,4.9,7.0,"Praça Duque de Saldanha 1A Loja 95, Lisboa",38.7124718,-9.1429914,https://maps.google.com/?cid=13771435244746353436
949,,,,,,,,,,38.7119531,-9.1383205,
950,lentesdecontacto.pt®,,ChIJ40saVgozGQ0RsSqQo8G1cgA,"['point_of_interest', 'store', 'establishment']",+351 21 310 4100,http://www.lentesdecontacto.pt/,4.8,163.0,"Av. João Crisóstomo 38B, Lisboa",38.7108102,-9.1403761,https://maps.google.com/?cid=32287990622464689
951,,,,,,,,,,38.7125822,-9.1397315,
952,,,,,,,,,,38.7242843,-9.1485027,
953,,,,,,,,,,38.7112541,-9.1395879,
954,,,,,,,,,,38.717273,-9.150192,
955,,,,,,,,,,38.7113336,-9.1371887,
956,,,,,,,,,,38.7120369,-9.1392809,
957,,,,,,,,,,38.725824,-9.14786,
958,,,,,,,,,,38.7104465,-9.1377253,
959,Olhar de Prata,,ChIJv09euHUzGQ0R3Qbw5DokpTs,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 715 0529,http://www.olhardeprata.pt/,4.8,9.0,"Av. Fontes Pereira de Melo 21, Lisboa",38.71080389999999,-9.1416318,https://maps.google.com/?cid=7185257312107098505
960,,,,,,,,,,38.7127065,-9.1395403,
961,,,,,,,,,,38.7266213,-9.1478476,
962,,,,,,,,,,38.7157217,-9.146521,
963,Oculista Cristal de Ouro,,ChIJuSbCcaAzGQ0RnzQUhV0K1gc,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 319 0690,http://cristaldouro.pai.pt/,5.0,19.0,"Av. da República 10 1º-E, Lisboa",38.7111475,-9.1401051,https://maps.google.com/?cid=564650200062506143
964,,,,,,,,,,38.7259173,-9.1491009,
965,,,,,,,,,,38.7273386,-9.1366978,
966,,,,,,,,,,38.7109122,-9.1368311,
967,Oculista Da Estefânia,,ChIJ_SwK2J4zGQ0RULI2-qkEuH4,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 154 0119,,5.0,2.0,"R. De Dona Estefânia 48 - E, Lisboa",38.7196891,-9.1296974,https://maps.google.com/?cid=9131053372587553360
968,,,,,,,,,,38.7108102,-9.1367564,
969,,,,,,,,,,38.7335358,-9.1542955,
970,Optocentro,,ChIJAWxiP3QzGQ0ROf0NLlOQ2aA,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 882 2005,https://www.optocentro.pt/,4.7,288.0,"Av. António Augusto de Aguiar 32C, Lisboa",38.7335385,-9.154249300000002,https://maps.google.com/?cid=408340404146688449
971,,,,,,,,,,38.7418023,-9.1562296,
972,Centro Óptico Santa Luzia,,ChIJNzAAyp4zGQ0RLnNTMHaKfWs,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 353 0612,http://centroopticosantaluzia.pt/,4.4,15.0,"R. De Dona Estefânia 22 D E, Lisboa",38.7385254,-9.1644532,https://maps.google.com/?cid=7745499174368670510
973,Domus Ópticas Picoas,,ChIJMeTCap4zGQ0RsnYwIJOeLEM,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 315 2609,http://www.domusoptica.pt/,5.0,16.0,"Praça José Fontana nº10E, Lisboa",38.723279,-9.162135,https://maps.google.com/?cid=4840418054253868722
974,BRANCOPTICA , OPTICALIA António Augusto de Aguiar,ChIJIzpf7nAzGQ0RQ2DVSFMZjJA,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 162 8225,http://www.brancoptica.pt/,0.0,0.0,"Av. António Augusto de Aguiar 90-A, Lisboa",38.7349906,-9.1541937,https://maps.google.com/?cid=10415727883696037955
975,,,,,,,,,,38.7232029,-9.1633088,
976,,,,,,,,,,38.7235062,-9.1616805,
977,,,,,,,,,,38.7251008,-9.1618432,
978,Alberto Oculista , Opticália,ChIJrXlj_Z8zGQ0RNLrjf94HGUg,"['store', 'point_of_interest', 'establishment']",+351 21 894 1026,http://www.albertooculista.com/,4.7,3.0,"094, Av. Fontes Pereira de Melo 51, Lisboa",38.7274424,-9.1624782,https://maps.google.com/?cid=3111209010015216302
979,,,,,,,,,,38.7200555,-9.1612809,
980,Opticalia,,ChIJbQ6Cy4AzGQ0RXJvHnN5uxCg,"['doctor', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 204 1368,https://opticaliasantamaria.pt/,3.6,5.0,"Praça Dom João da Câmara 20, Lisboa",38.7229917,-9.1627376,https://maps.google.com/?cid=11164467876815580294
981,,,,,,,,,,38.7333896,-9.1535365,
982,,,,,,,,,,38.704275,-9.1994851,
983,Visionlab,,ChIJzYm7kIEzGQ0RJbMVv9yBe-A,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 234 3228,,4.2,98.0,"Av. da Liberdade 49, Lisboa",38.6975026,-9.2036149,https://maps.google.com/?cid=16409886021958939397
984,Special store/Bar,,ChIJrwN1T0AzGQ0RLVE0OsHF57Q,"['point_of_interest', 'store', 'establishment']",,,0.0,0.0,"R. Dom Pedro V 77, Lisboa",38.6976959,-9.2189264,https://maps.google.com/?cid=13035605080143057197
985,,,,,,,,,,38.7071532,-9.2255819,
986,MultiOpticas,,ChIJcSUhrng0GQ0RHNtyvro0ieI,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 454 4600,https://www.multiopticas.pt/?utm_campaign=gmb-website&utm_source=google&utm_medium=organic&utm_content=5071-Pa%25C3%25A7o-de-Arcos-Avenida-Ant%25C3%25B3nio-Bernardo-Cabral-de-Macedo-1,3.6,39.0,"R. do Carmo 102, Lisboa",38.71436720000001,-9.2248873,https://maps.google.com/?cid=3094138940768592505
987,Opticalia Rossio,,ChIJ8zKbtYAzGQ0RroYqs6MTSeE,"['store', 'point_of_interest', 'establishment']",+351 21 340 7520,,4.9,11.0,"Praça Dom João da Câmara 20, Lisboa",38.7158107,-9.2219412,https://maps.google.com/?cid=16233527925640169134
988,Optivisão,,ChIJW0YWxJ0zGQ0RQlN-2yWSlQ4,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 931 7519,http://www.optiface.pt/,4.5,11.0,"Rua do Conde de Redondo 12, Lisboa",38.7470227,-9.188815,https://maps.google.com/?cid=13771435244746353436
989,Alain Afflelou Óptico , Lisboa Graça,ChIJ7XDaTIkzGQ0Ra57UPvatxjc,"['health', 'point_of_interest', 'store', 'establishment']",+351 961 214 980,http://www.afflelou.pt/,4.5,8.0,"Rua da Graça 128, Lisboa",38.7430705,-9.2060087,https://maps.google.com/?cid=4019090990602428011
990,,,,,,,,,,38.7488492,-9.1906171,
991,,,,,,,,,,38.71748700000001,-9.1676569,
992,,,,,,,,,,38.71825949999999,-9.164394,
993,,,,,,,,,,38.715191,-9.168392,
994,André Opticas , Liberdade,ChIJM54WPIIzGQ0RwQ0YSoGWkxQ,"['store', 'health', 'point_of_interest', 'establishment']",+351 21 326 1500,http://www.andreoticas.com/,4.7,43.0,"Av. da Liberdade 136 A, Lisboa",38.7228816,-9.1623007,https://maps.google.com/?cid=1482694184373063105
995,Distrioptica , Sociedade Distribuiçao De Optica,ChIJd9BfCJMzGQ0RlyKxDa0W0dA,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 840 6166,,0.0,0.0,"Av. Cel. Eduardo Galhardo 5, Lisboa",38.7179259,-9.1639074,https://maps.google.com/?cid=15046832762536403607
996,,,,,,,,,,38.7150541,-9.1653484,
997,,,,,,,,,,38.7645801,-9.1760906,
998,,,,,,,,,,38.7660735,-9.1990171,
999,,,,,,,,,,38.7645185,-9.1758767,
1000,,,,,,,,,,38.755884,-9.1894972,
1001,Fora Sunglasses,,ChIJjwTBLnszGQ0R39S3l3MvXJM,"['point_of_interest', 'store', 'establishment']",+351 960 352 726,https://www.fora.pt/,4.5,90.0,"R. da Misericórdia 90, Lisboa",38.7553,-9.1887061,https://maps.google.com/?cid=10618414194945938655
1002,Loja de óculos de sol Solaris Rua Augusta Lisboa,,ChIJX0e7lHg0GQ0RoyOlViCXekY,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 347 0663,,4.4,70.0,"R. Augusta 231, Lisboa",38.7631117,-9.1806267,https://maps.google.com/?cid=5078537694962066339
1003,Chiado Eyeglass Factory,,ChIJ5ZYxKn80GQ0RL0IOA0fTKcI,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 342 0996,http://www.chiadoeyeglassfactory.pt/,4.1,60.0,"R. Garrett Nº33, Lisboa",38.7279347,-9.2186859,https://maps.google.com/?cid=13990946019350561327
1004,,,,,,,,,,38.727859,-9.2197157,
1005,,,,,,,,,,38.7287096,-9.219448,
1006,Sunglass Hut Rua Do Carmo,,ChIJi5XsmAc1GQ0Rj_W-UKzlMzg,"['point_of_interest', 'store', 'establishment']",+351 968 497 630,https://pt.sunglasshut.com/pt,4.0,4.0,"R. do Carmo 95, Lisboa",38.7727657,-9.1606728,https://maps.google.com/?cid=13967410517286654490
1007,,,,,,,,,,38.7739186,-9.1529324,
1008,,,,,,,,,,38.7730383,-9.1608227,
1009,Óptica Olhar de Prata,,ChIJHwY2VkQzGQ0Ru3eNyRtpqBE,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 585 8990,http://www.olhardeprata.pt/,5.0,2.0,"Av. da Liberdade 258, Lisboa",38.7712914,-9.1606453,https://maps.google.com/?cid=1272382462798690235
1010,,,,,,,,,,38.7725558,-9.1597557,
1011,,,,,,,,,,38.748407,-9.118223,
1012,Sunglass Hut Armazéns do Chiado,,ChIJvbw3iH80GQ0RGhLt6tw11sE,"['point_of_interest', 'store', 'establishment']",+351 968 497 630,https://pt.sunglasshut.com/pt,4.0,168.0,"R. do Carmo 51 1 Loja 4.11, Lisboa",38.7094715,-9.1316284,https://maps.google.com/?cid=13967410517286654490
1013,JOPLINS® Sunglasses , Wooden Sunglasses,ChIJvbYADZ8zGQ0RZDmtvnQ-md8,"['point_of_interest', 'store', 'establishment']",+351 915 326 642,https://www.wearjoplins.com/,4.6,42.0,"R. da Escola Politécnica 45, Lisboa",38.7104828,-9.1445991,https://maps.google.com/?cid=16111977813030812004
1014,Fora Sunglasses,,ChIJzfvmGJs1GQ0RKmW7AQPzh-U,"['point_of_interest', 'store', 'establishment']",+351 960 352 726,https://www.fora.pt/,5.0,43.0,"Rua da Prata 169, Lisboa",38.7106726,-9.1409405,https://maps.google.com/?cid=10618414194945938655
1015,,,,,,,,,,38.7198347,-9.1550496,
1016,Optica,jomil,ChIJdQxhx3g0GQ0RkEjj4ukwf2A,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 325 9810,http://www.lojascomhistoria.pt/lojas/optica-jomil,5.0,6.0,"R. Áurea 249, Lisboa",38.7768299,-9.1298276,https://maps.google.com/?cid=6953330130775394448
1017,Domus Opticas Duque de Loulé,,ChIJn4qqU3YzGQ0RdaafF_lyxEE,"['health', 'point_of_interest', 'store', 'establishment']",+351 21 315 0599,http://www.domusoptica.pt/,5.0,71.0,"Av. Duque de Loulé 103, Lisboa",38.7706237,-9.1293522,https://maps.google.com/?cid=4739039122069366389
